0,10.3.0.22,6709,17, blob,CPU,15.0833333333,MEM,35.5433333333
0,10.3.0.22,6709,15, table,CPU,15.5,MEM,16.8333333333
1,10.3.0.22,6710,16, blob,CPU,14.6444444444,MEM,35.4311111111
0,10.3.0.22,6710,1, fileWrite,CPU,59.1,MEM,23.4
0,10.3.0.22,6710,1, pi,CPU,92.5,MEM,14.8
1,10.3.0.22,6710,15, table,CPU,15.5,MEM,16.8333333333
2,10.3.0.22,6711,17, blob,CPU,15.0833333333,MEM,35.5433333333
1,10.3.0.22,6711,1, pi,CPU,92.5,MEM,14.8
2,10.3.0.22,6711,15, table,CPU,15.5,MEM,16.8333333333
3,10.3.0.22,6712,16, blob,CPU,14.6444444444,MEM,35.4311111111
2,10.3.0.22,6712,1, pi,CPU,92.5,MEM,14.8
3,10.3.0.22,6712,15, table,CPU,15.5,MEM,16.8333333333
8,10.3.0.30,6717,16, blob,CPU,14.6444444444,MEM,35.4311111111
6,10.3.0.30,6717,1, pi,CPU,92.5,MEM,14.8
8,10.3.0.30,6717,15, table,CPU,15.5,MEM,16.8333333333
9,10.3.0.30,6718,17, blob,CPU,15.0833333333,MEM,35.5433333333
9,10.3.0.30,6718,15, table,CPU,15.5,MEM,16.8333333333
10,10.3.0.30,6719,16, blob,CPU,14.6444444444,MEM,35.4311111111
7,10.3.0.30,6719,1, pi,CPU,92.5,MEM,14.8
10,10.3.0.30,6719,15, table,CPU,15.5,MEM,16.8333333333
11,10.3.0.30,6720,17, blob,CPU,15.0833333333,MEM,35.5433333333
8,10.3.0.30,6720,1, pi,CPU,92.5,MEM,14.8
11,10.3.0.30,6720,15, table,CPU,15.5,MEM,16.8333333333
12,10.3.0.31,6725,17, blob,CPU,15.0833333333,MEM,35.5433333333
9,10.3.0.31,6725,1, pi,CPU,92.5,MEM,14.8
12,10.3.0.31,6725,15, table,CPU,15.5,MEM,16.8333333333
13,10.3.0.31,6726,16, blob,CPU,14.6444444444,MEM,35.4311111111
0,10.3.0.31,6726,1, parse,CPU,85,MEM,44
13,10.3.0.31,6726,15, table,CPU,15.5,MEM,16.8333333333
14,10.3.0.31,6727,17, blob,CPU,15.0833333333,MEM,35.5433333333
10,10.3.0.31,6727,1, pi,CPU,92.5,MEM,14.8
14,10.3.0.31,6727,15, table,CPU,15.5,MEM,16.8333333333
15,10.3.0.31,6728,16, blob,CPU,14.6444444444,MEM,35.4311111111
11,10.3.0.31,6728,1, pi,CPU,92.5,MEM,14.8
15,10.3.0.31,6728,15, table,CPU,15.5,MEM,16.8333333333
4,10.3.0.25,6733,17, blob,CPU,15.0833333333,MEM,35.5433333333
4,10.3.0.25,6733,15, table,CPU,15.5,MEM,16.8333333333
5,10.3.0.25,6734,16, blob,CPU,14.6444444444,MEM,35.4311111111
3,10.3.0.25,6734,1, pi,CPU,92.5,MEM,14.8
5,10.3.0.25,6734,15, table,CPU,15.5,MEM,16.8333333333
6,10.3.0.25,6735,16, blob,CPU,14.6444444444,MEM,35.4311111111
4,10.3.0.25,6735,1, pi,CPU,92.5,MEM,14.8
6,10.3.0.25,6735,15, table,CPU,15.5,MEM,16.8333333333
7,10.3.0.25,6736,17, blob,CPU,15.0833333333,MEM,35.5433333333
5,10.3.0.25,6736,1, pi,CPU,92.5,MEM,14.8
7,10.3.0.25,6736,15, table,CPU,15.5,MEM,16.8333333333
16,10.3.0.35,6741,17, blob,CPU,15.0833333333,MEM,35.5433333333
12,10.3.0.35,6741,1, pi,CPU,92.5,MEM,14.8
16,10.3.0.35,6741,15, table,CPU,15.5,MEM,16.8333333333
17,10.3.0.35,6742,17, blob,CPU,15.0833333333,MEM,35.5433333333
17,10.3.0.35,6742,15, table,CPU,15.5,MEM,16.8333333333
18,10.3.0.35,6743,16, blob,CPU,14.6444444444,MEM,35.4311111111
13,10.3.0.35,6743,1, pi,CPU,92.5,MEM,14.8
18,10.3.0.35,6743,15, table,CPU,15.5,MEM,16.8333333333
19,10.3.0.35,6744,16, blob,CPU,14.6444444444,MEM,35.4311111111
14,10.3.0.35,6744,1, pi,CPU,92.5,MEM,14.8
19,10.3.0.35,6744,15, table,CPU,15.5,MEM,16.8333333333
