0,10.3.0.22,6709,7, blob,CPU,10.6944444444,MEM,34.4211111111
0,10.3.0.22,6709,1, fileWrite,CPU,59.1,MEM,23.4
0,10.3.0.22,6709,1, parse,CPU,85,MEM,44
0,10.3.0.22,6709,1, pi,CPU,92.5,MEM,14.8
0,10.3.0.22,6709,6, table,CPU,8.5,MEM,15.0
1,10.3.0.22,6710,2, pi,CPU,95,MEM,16.07
2,10.3.0.22,6711,2, pi,CPU,95,MEM,16.07
3,10.3.0.22,6712,1, pi,CPU,92.5,MEM,14.8
5,10.3.0.30,6717,28, blob,CPU,47.36,MEM,37.576
5,10.3.0.30,6717,27, table,CPU,21.5,MEM,18.8333333333
6,10.3.0.30,6718,28, blob,CPU,47.36,MEM,37.576
6,10.3.0.30,6718,27, table,CPU,21.5,MEM,18.8333333333
7,10.3.0.30,6719,27, blob,CPU,43.49,MEM,37.364
7,10.3.0.30,6719,28, table,CPU,22.0,MEM,19.0
8,10.3.0.30,6720,32, blob,CPU,57.31,MEM,38.23
8,10.3.0.30,6720,2, table,CPU,4.0,MEM,14.0
9,10.3.0.31,6725,26, blob,CPU,39.62,MEM,37.152
9,10.3.0.31,6725,28, table,CPU,22.0,MEM,19.0
10,10.3.0.31,6726,27, blob,CPU,43.49,MEM,37.364
10,10.3.0.31,6726,28, table,CPU,22.0,MEM,19.0
11,10.3.0.31,6727,28, blob,CPU,47.36,MEM,37.576
11,10.3.0.31,6727,27, table,CPU,21.5,MEM,18.8333333333
12,10.3.0.31,6728,28, blob,CPU,47.36,MEM,37.576
12,10.3.0.31,6728,27, table,CPU,21.5,MEM,18.8333333333
1,10.3.0.25,6733,2, blob,CPU,8.5,MEM,33.86
4,10.3.0.25,6733,2, pi,CPU,95,MEM,16.07
1,10.3.0.25,6733,1, table,CPU,3.0,MEM,14.0
2,10.3.0.25,6734,27, blob,CPU,43.49,MEM,37.364
2,10.3.0.25,6734,28, table,CPU,22.0,MEM,19.0
3,10.3.0.25,6735,28, blob,CPU,47.36,MEM,37.576
3,10.3.0.25,6735,27, table,CPU,21.5,MEM,18.8333333333
4,10.3.0.25,6736,26, blob,CPU,39.62,MEM,37.152
4,10.3.0.25,6736,27, table,CPU,21.5,MEM,18.8333333333
5,10.3.0.35,6741,2, pi,CPU,95,MEM,16.07
13,10.3.0.35,6741,1, table,CPU,3.0,MEM,14.0
13,10.3.0.35,6742,15, blob,CPU,14.2055555556,MEM,35.3188888889
6,10.3.0.35,6742,1, pi,CPU,92.5,MEM,14.8
14,10.3.0.35,6742,14, table,CPU,15.0,MEM,16.6666666667
14,10.3.0.35,6743,1, blob,CPU,8.6,MEM,33.81
7,10.3.0.35,6743,2, pi,CPU,95,MEM,16.07
15,10.3.0.35,6743,2, table,CPU,4.0,MEM,14.0
8,10.3.0.35,6744,2, pi,CPU,95,MEM,16.07
