Id,Uptime,Host,Port,Debug,Emitted,Transferred,Capacity (last 10m),Execute latency (ms),Executed,Process latency (ms),Acked,Failed
[38-38],6m 12s,10.3.0.22,6709,files,70120,70120,0.309,1.637,70100,0,0,0
