ip
10.3.0.22    380.8
10.3.0.25     41.7
10.3.0.30      8.6
10.3.0.31     37.3
10.3.0.35     41.7
Name: cpuval, dtype: float64
ip
10.3.0.22    289.61
10.3.0.25    157.48
10.3.0.30     33.81
10.3.0.31    149.29
10.3.0.35    157.48
Name: memval, dtype: float64
