Id,Uptime,Host,Port,Debug,Emitted,Transferred,Capacity (last 10m),Execute latency (ms),Executed,Process latency (ms),Acked,Failed
[62-62],2m 29s,10.3.0.31,6725,files,26600,26600,0.183,1.026,26600,0,0,0
