xmlparse,threads,1,cpu,73.7622580645,mem,31.0325806452
table,threads,410,cpu,638.78,mem,612.64
floatpi,threads,5,cpu,243.976190476,mem,200.985714286
batchedWrite,threads,1,cpu,0.262215,mem,0.053775
blob,threads,450,cpu,900.0,mem,900.0
